Unnamed: 0,text,labels,target,action
498,"A 16-year-old Lakewood teenager was shot in his left arm last Saturday after a heated verbal exchange possibly involving the Lakewood High School students Muslim faith. The shooting occurred near the 1300 block of West Clifton Boulevard just before 11 p.m. The teen was transported to MetroHealth Hospital where he was treated and released. A description of the suspect led police to Denzel Johnson, 26 also of Lakewood. Johnson was arrested and charged with felonious assault. According to a news release, the Lakewood High School student told CAIR-Cleveland, a local Muslim civil rights group, that he was walking home from his part-time job when Johnson called him a terrorist and a Taliban b---h before shooting him and fleeing. The Cleveland chapter of the Council on American-Islamic Relations (CAIR) says that at the time of the shooting, the teen was wearing a traditional Islamic head covering called a Kufi. CAIRs national office points out that there has been an increase in incidents targeting American Muslims and other minority groups since the Nov. 8 presidential election and is urging the nations leaders to repudiate growing Islamophobia. At this time, the Lakewood Police are not considering the incident a hate crime; Capt. Edward Hassing of the Lakewood Police Department told Patch that the teen was shot because the suspect said he felt threatened. Photo by Rick Uldricks/Patch",1,3,0
499,"A Larchmont Drive woman came to the police station at 4:56 p.m. March 13 because her 15-year-old daughter was receiving suspicious text messages that were religious in nature from an older man. She called the man, who apologized and said the texts were a mistake. However, he continued to send messages. An officer called the man and told him to stop texting the girl. A tree fell in the road at 1:47 a.m. March 16 on Cedar Road east of Lander Road. A service department worker was sent to remove the debris, as well as stones and rocks that were in the street on SOM Center Road.A large amount of water was in the road at 11:41 p.m. March 15 on Towers Drive, causing manhole covers to float away. The service department was called to handle the problem. called at 11 p.m. March 15 to request special attention in the morning for a line of people expected to be waiting for the release of the iPad 3.A Belrose Road woman complained at 8:09 p.m. March 14 about a barking dog next door. She said it is always chained to a cinder block in the backyard and did not have food or water.",0,8,5
500,Police tried to help a driver who was having problems with a sliding door that was frozen and wouldnt close at 7:03 p.m. Dec. 28 on Brainard Road. The door wasnt flying open and the driver decided to keep using side streets until the door worked again.A Shetland Court resident was out at 11:55 p.m. Dec. 28 looking for a dog that got loose. He said the yellow Labrador tends to go to Highland Woods.A resident came to the police station at 4:56 p.m. Dec. 28 and wanted to talk to an officer about his wife.A Kenbridge Drive woman said two women came to her door at 11 a.m. Dec. 27 and handed her religious material. She thought they were scoping out the neighborhood. Police were unable to find the women.About 20 girls were running down Williamsburg Drive toward Lander Road at 9:01 p.m. Dec. 26 and a resident thought this was suspicious. An officer checked and saw some girls ages 10 to 14 walking down the street and also noticed that there was a party in the area.,0,8,5
501,"By A 24-year-old man was sentenced today to 15 years to life in prison for a heroin-fueled hit-and-run collision that killed a bicyclist in Newport Beach. Neil Storm Stephany was convicted of second-degree murder for the collision that killed 30-year-old Shaun Eagleson of Fountain Valley on Oct. 19, 2014. Stephany, who typically would have faced a manslaughter charge, was charged with murder because of a prior conviction for driving under the influence in October 2011. In the resolution of DUI cases, drivers are warned if they get into a deadly crash they could face a murder charge. Senior Deputy District Attorney Jennifer Walker asked Orange County Superior Court Judge Gary Paer to tack on four more years to the defendants sentence because of probation violations. Eaglesons wife tearfully told Paer how the collision not only killed her husband, but her long-delayed prospects for having a child. She read a letter to her unborn baby to the judge that described how she had battled back against celiac disease and had just been told she was healthy enough to get pregnant when the deadly accident happened. Stephany killed someone else that day -- the baby we worked so hard to have, Sandra Eagleson said. When she was 18 she was told she may not be able to have children, she said. The news made her stop believing in miracles, but then, I met a boy and this one was different. As Eagleson proposed to her, she told him he didnt want her because she couldnt make him a father, she said. I dont care if you cant have a baby, we can always adopt, she said he told her. We were so close to having you, Sandra Eagleson said in the letter to the dreamed-of baby. We were finally ready, but then something happened, something ruined me forever. Someone selfish killed you both. Shaun Eagleson had just started a business in Huntington Beach selling audio equipment. He was an avid music lover of every genre who enjoyed writing songs, his wife said. Eaglesons mother, Sylvia Zaldivar, told the judge, Shaun was killed a year ago and it feels like yesterday. No punishment would be enough, Zaldivar said. No matter how much time this killer gets it wont be enough, she said. I (expletive) hate him. I hate him. Zaldivar vowed to go to every parole board hearing to oppose Stephanys release. Stephany wrote a letter to Eaglesons family apologizing for his crime. I am truly sorry for the anguish I have caused you, he wrote. I take full responsibility in my actions as they have been quite selfish. This entire situation pains me deeply. I cant imagine how you feel. If nothing else, I hope the letter can bring a bit of amity. I say this from the deepest place in my heart. I hope you accept my sincere apology. Stephanys attorney, Brian Gurwitz, said his client has had an impeccable record while in custody. Paer said Stephanys decision to shoot heroin before getting behind the wheel of the car was mind-boggling. Hopefully this case will send a message to the community that this type of conduct wont be tolerated, Paer said The collision happened about 5 p.m. on East Coast Highway. The victim was riding northbound when he was struck by the defendants Toyota Tacoma. Before the collision, calls were already streaming in to police about the defendants erratic driving on the San Joaquin Hills Transportation Corridor (73) toll road, according to Walker. After the deadly collision, police caught up with Stephany near Fashion Island, where he failed field sobriety tests and had fresh track marks from heroin use, Walker said. Blood tests showed the defendant had heroin and Lorazepam in his system, she said. He also had another drug on him that is used to help with heroin withdrawal, according to Walker, who said Stephany had intended to check into a rehabilitation facility the following day. City News Service",0,8,5
502,"The following is a weeks collection of weekly police, court and fire stories from around the East Bay. Firefighters Demonstrate Dangers Of Illegal Fireworks Vandal Suspects Nabbed At Glass House Museum In San Ramon Homeless Man Charged With Hate Crime For Trying To Kill Asian Man Tri-Valley Duo Arrested For Starbucks Laptop Robberies 2 Men Arrested For San Leandro Stabbing Grass Fire Burns 40 Acres In San Ramon Homeless Man Attacks Berkeley Police Officer, Inflicts Concussion Video Of Package Thief From Police 3 Teens, Ages 15, 16 - Arrested After Shootout: Union City Police Man Nabbed Following Bizarre Pleasanton Crime Spree Suspicious Man In Stolen Car Arrested In Pleasanton: Cops Lamorinda Wildland Fire Exercise: Video Vallecitos Fire Burns More Than 60 Acres Near Livermore 2 Arrests For Alleged Burglary At Storage Facility El Cerrito Police Seize Stolen, Loaded Gun Berkeley Police Seek Strong-Arm Robber Grass Fire Erupts In Contra Costa County 4 Arrested, 1 Tasered In Brentwood Brawl: Police Driver Killed, Woman And Children Injured In Concord Blvd. Crash Martinez Jail Inmate Found Dead --Images via Contra Costa County Fire Protection District, San Ramon Police Department, Alameda County Fire Department",1,0,0
503,"The following is a collection of weekly police, court and fire stories from around the East Bay this week. Peeping Tom In Pleasanton Bathroom: Police Seek Suspect Man Convicted Of Murder Of Mom, Baby In Livermore DUI Collision Suspect Slaps, Yells Racial Slurs At BART Rider  Safeway Employee Stabbed, Hospitalized  Motive For Union City Murder Revealed  Suspects Use Pepper Spray During Pleasanton Jewelry Store Robbery Dont Get Ripped Off This Holiday Season: Prevent Package Thefts  Masked Suspects Encircle Police Car At Sideshow Hercules Resident Calls Police Before Burglary Happens Contra Costa Investigation Ends With 9 Arrests Auto Burglary Spree in San Leandro Contra Costa Co. Girl, 16, Reported Missing; Publics Help Sought Silver Alert Issued: Be On Lookout For Silver Toyota Corolla Hercules Police Terminate Weekend High Speed Chase 2 Killed In Richmond Shooting 1 Robbery, 1 Attempted Robbery In Berkeley 4 Suspects Charged In Killing Of Concord 17-Year-Old Sex Scandal Case: Final Charges Dropped Against Former Officer Suspect In Lafayette Burglary Arrested Driver Killed In Fiery I-880 Crash Identified Police Officers Stationed At Lincoln Middle School Semi Carrying Junk Cars Overturns, Catches Fire Crash Causes Fire At Pinole Gas Station (Video) 3 Arrested In Brentwood Bank Robbery: Police --Images via Pleasanton and Livermore police, YouTube video, Rodeo-Hercules Firefighters",1,0,3
504,"Announcement from the Fremont Police Department: Just before the holidays, the police department was invited to participate in a community meeting with members of our Muslim community to have a dialogue around several sensitive issues. Wed like to thank MAPP (Muslims for Peace and Prosperity) for inviting us to their meeting as well as East Bay Regional Parks Police for their attendance and discussion of the recent Hate Crime investigation at the staging area of Mission Peak. Our experience today was exceptional, Fremont Police Chief Richard Lucero said on video after the session. We were grateful to be welcomed and have a positive and productive dialogue about being able to further develop our relationship and have the capacity to address all the issues that we are facing. Here is a clip that was filmed at the conclusion of the meeting and posted on YouTube: ALSO SEE: Armed Pair Sought In Fremont Home Burglary: Police --Image via YouTube video",0,8,5
505,"Sentencing was delayed on Thursday until Oct. 13 for a Mexican Mafia member who also headed a San Gabriel Valley gang that targeted black victims. James Chemo Gutierrez, 53, pleaded guilty in April to three conspiracy counts involving racketeering, narcotics distribution and money laundering. Gutierrez, leader of the El Monte Flores gang, faces between 10 years to life in federal prison when he is sentenced by U.S. District Judge John A. Kronstadt. He was the lead defendant in a 41-person federal indictment detailing allegations of murder, kidnapping, drug trafficking, robbery, burglary, carjacking, witness intimidation and other offenses. The gang often committed hate crimes directed against African- Americans who might reside or be present in the cities of El Monte and South El Monte in an effort to rid these cities of all African-Americans, according to the 62-count indictment. Other gang-related crimes outlined in the 2014 document include the execution of a former Mexican Mafia member and the fatal shooting of four others in an El Monte home in 1995. The indictment also describes an ongoing dispute involving members of the Mexican Mafia who are attempting to exercise control over the gang. Gutierrez is currently in federal custody after his supervised release was revoked following a 20-year sentence in a federal homicide case. Other Mexican Mafia members serving life prison terms are not charged in the indictment, but they are listed as co-conspirators. The gang maintained a significant presence at the Boys & Girls Club in San Gabriel, where gang members openly sold drugs, held gang meetings and even held a car wash fundraiser, according to the indictment.Members of the gang also regularly used and threatened to use violence to extort taxes from local drug dealers and fraudulent document vendors, the indictment says. Prosecutors further outlined several incidents dating back to early 2001 in which black victims in El Monte were attacked, threatened and subjected to racial epithets. --City News Service/Shutterstock image",1,0,0
506,"Subscribe to News Alerts and a Daily Email Newsletter for Glendora Patch Murder, attempted murder and two hit-and-run charges were filed today against rap mogul Marion Suge Knight, who could face up to life in prison if convicted. Earlier today, a commissioner revoked Knights $2 million bail. Knight, 49, surrendered early Friday and was booked on suspicion of murder for allegedly running over two men with his truck in Compton on Thursday afternoon, killing one of them, and fleeing the scene. Knights bail status was amended -- his bail had been set at $2 million - - because he was deemed a possible flight risk and three-strikes candidate. According to a sheriffs statement, possible witness intimidation issues and a criminal past were also factors. Knight is scheduled to be arraigned Tuesday at the Compton courthouse. The complaint includes an allegation that he committed a serious and violent felony while out on bail in an unrelated robbery case, as well as use of a deadly weapon and causing great bodily injury allegations. Knight has prior convictions, making this a third-strike case, according to the complaint. The hit-and-run occurred around 2:55 p.m. Thursday in the parking lot of Tams Burgers in the 1200 block of West Rosecrans Avenue, near Central Avenue. Knight allegedly drove his pickup truck backward and forward, killing Terry Carter, 55, and injuring 51-year-old Cle Stone, who was treated at a hospital. Knights attorney, James Blatt, confirmed his client was behind the wheel of the pickup that struck the men, but said he acted out of fear in trying to escape as many as four people who attacked him. Blatt also claimed that Knight had been unaware that he had hit two men with the pickup, which was later found in a Westwood parking lot. Lt. John Corina, a sheriffs homicide detective, told reporters late last week that investigators believe Knight intentionally struck the men and that he was not acting out of a reasonable fear. Corina said Knight had gotten into an argument at a film shoot for a promotional video for Straight Out of Compton, a biopic of the Compton rap group N.W.A. Knight, and was told to leave. The argument resumed about 20 minutes later at the eatery about three miles away. Corina alleged the 51-year-old victim exchanged punches with Knight through the open window of his truck before the rapper intentionally ran him over, then struck Carter -- who had been standing next to Stone -- while accelerating forward. Knights lawyer described Carter as a friend of his clients, and Corina said the victim was not believed to have been involved in the altercation with Knight. The web site TMZ.com reported that surveillance cameras at the Tams Burgers crime scene were broken and that cameras at a nearby bank, drug store and a competing fast-food outlet were pointing away from the crime scene. Sheriffs deputies, however, have said they have video of the dispute. Knight is awaiting trial on a robbery charge stemming from the alleged theft of a camera from a paparazzo in Beverly Hills last September. He is charged in that case, along with comedian Micah Katt Williams, and faces up to 30 years to life in prison if convicted in the robbery case. Knight co-founded Death Row Records, which in its heyday in the early 1990s was generating revenues of about $100 million per year. He helped launch some of raps biggest acts, including Dr. Dre, Snoop Dogg and Tupac Shakur, and was with Shakur the night he was slain in 1996. Knight served five years in prison for assault and federal weapons violations and, after his release in 2001, spent another 10 months behind bars for violating parole by hitting a Hollywood nightclub valet.  He was shot a half-dozen times last August at a Los Angeles-area nightclub. No arrests have been made in that case. --City News Service Also on Patch Delta Will Fly Larger Planes on Shuttle From LAX to San San Diego State University Sending Wine Program Abroad Suspected Sex Workers. Alleged Johns Arrested Stabbing by Latino in Covina is Allegedly Hate Crime",0,8,5
507,"Written by City News Service Reported hate crimes in Los Angeles County declined by 6 percent in 2012 from the previous year, marking the second lowest total in 23 years,  the county Commission on Human Relations announced today. According to its annual report -- which defines a hate crime as one where hatred or prejudice toward a victims race or ethnicity, religion, disability, gender or sexual orientation was a substantial factor -- there were 462 reported hate crimes countywide last year, a decrease of 27 from 2011. We are encouraged that for several years in a row the number of hate crimes in L.A. County has been about half of those reported in the late 90s and early 2000s, said commission Executive Director Robin Toma. About 50 percent of the 2012 crimes documented in the report were race- based, with 66 percent of those targeting blacks. The report showed that 68 percent of racially motivated crimes against blacks were committed by Latinos, and 58 percent of racially motivated crimes targeting Latinos were committed by blacks. Crimes based on sexual orientation increased from the previous year to 28 percent of all the hate crimes -- and were more likely to be violent than either racial- or religious-related hated crimes. Religious crimes, which were primarily anti-Semitic in nature, declined slightly from last year, constituting 19 percent of the total. It remains troubling that year after year, the overwhelming majority of hate crimes motivated by religion in Los Angeles County, statewide and across the country, is against Jews and Jewish institutions. said Amanda Susskind, regional director of the Anti-Defamation League, a civil rights group with a focus on documenting and fighting anti-Semitism. We remain concerned that African-Americans continue to be the most frequently targeted victims of hate crimes with nearly one-third of all reported hate crimes and two-thirds of racially motivated crimes, Susskind said.  And, not only did crimes against the LGBT -- lesbian, gay, bisexual, and transgender -- community increase, they also became even more likely to be of a violent nature compared to last year and still vastly more likely to be violent than either racial or religious crimes. The highest rate of hate crimes took place in the metro region stretching from West Hollywood to Boyle Heights. When accounting for population, the Antelope Valley tied with the metro area for the highest numbers. In the Antelope Valley, where federal officials recently found that sheriffs deputies had discriminated against black residents, some of the white supremacist organizations have long been active, Toma said. The commissions report was generated from data collected from sheriff and city police departments, school districts and community groups. However, officials are almost incapable of monitoring hate crimes taking place in cyberspace, Susskind noted.",0,8,5
508,"Laws to protect Californians from DUI offenders, help establish an earthquake early warning system, reform the California Public Utilities Commission, increase oversight of building contractors, require police to securely stow any handgun left in a car, improve tour bus safety, crack down on water-guzzling households, and more take effect on January 1. The new laws are the result of 17 bills that were introduced by Senator Jerry Hill, passed by the Legislature and signed by Governor Jerry Brown in 2016. Here are summaries of the bills that led to the new laws and what they do: Senate Bill 24 – JPA Pension Fix for San Mateo County Resolves a pension problem that prevented the cities of San Mateo, Belmont and Foster City from completing their Joint Powers Agreement for shared fire service. It allows the three cities to provide the JPA employees a defined benefit plan that those employees received as classic CalPERS members from their previous employment with the cities. San Mateo County Firefighters and the California Professional Firefighters supported SB 24, along with the cities of San Mateo, Belmont and Foster City. SB 62 – California Public Utilities Commission Office of the Safety Advocate Establishes the Office of the Safety Advocate within the California Public Utilities Commission to advocate for continuous, cost-effective improvement of safety management and safety performance of public utilities. SB 438 – Earthquake Early Warning Implementation Complements the $10 million included in the 2016-2017 budget for the statewide earthquake early warning system by establishing the Earthquake Early Warning Advisory Board within the Governors Office of Emergency Services. The new law brings California closer to statewide implementation of the earthquake early warning system. In emergencies, the alerts sent by the warning system will help prevent devastating and life-threatening missteps. Governor Browns announcement of his signing the bill is here and view video of the press conference held at the Office of Emergency Services headquarters here. SB 465 – Building Construction Contractors: Discipline, Reporting and Building Standards SB 465 is aimed at increasing oversight of contractors by closing the gaps in information that were revealed by the collapse of a balcony at a Berkeley apartment building on June 16, 2015. Ashley Donohoe, 22, of Rohnert Park, her cousin, Olivia Burke, 21, of Ireland, and four of their friends were killed. Seven other students from Ireland, including Aoife Beary who had been celebrating her 21st birthday, were hospitalized for weeks after the balcony gave way and sent them plummeting five stories to the ground. Aoife Beary, her mother Angela, Ashley Donohoes mother, Jackie, and representatives of the Irish Consulate testified to policy committees in the Capitol about the devastating loss felt by families from California to Ireland – and urged legislators to support SB 465, which was co-authored by Senator Loni Hancock, D-Oakland. The new law: SB 512 – Governance, Accountability and Transparency at the California Public Utilities Commission SB 512 reforms the governance structure of the California Public Utilities Commission by more clearly outlining the roles and responsibilities of commissioners and staff, and by requiring the CPUC to reach out to communities affected by CPUC decisions, instead of only to regulated utilities. To do so, SB 512 makes the following statutory changes: It 1) requires the commission to annually approve performance criteria for the commission and the executive director, and to annually evaluate the performance of the executive director based on those criteria; 2) requires the CPUC to reach out to those affected by its proceedings; 3) requires CPUC judges to adhere to ethics provisions of the Administrative Procedures Act; 4) allows the public to receive hearing transcripts at no charge; 5) permits the CPUC to meet in locations other than San Francisco; 6) requires the CPUC to modify its annual report to clarify how long the CPUC takes to finish rate or penalty cases; and 7) allows local governments to receive intervenor compensation when participating in CPUC efforts to improve safety, enabling local governments that have suffered catastrophes to seek such compensation. SB 661 – The Dig Safe Act of 2016 SB 661 addresses safety problems involving excavations and gas pipelines that are beneath soil or are otherwise underground by making clarifications to the so-called one-call law (Call 811 before you dig) and by creating the Safe Excavation Board, an appointed board of excavation stakeholders that is funded by fees on utilities. The board is to 1) investigate accidents and other one-call violations; 2) develop standards for safe excavation; and 3) coordinate education and outreach efforts. SB 812 – Improving Tour Bus Safety Improves the safety and oversight of tour buses operating in California by strengthening the California Highway Patrols tour bus inspection program. The law was prompted by a tour bus accident in San Franciscos Union Square in November 2015 that injured 20 people, at least five critically. After the crash, the CHP determined that the bus had never been inspected and was not registered with the California Public Utilities Commission, as is required by law. The CHP later conducted a surprise inspection of the companys bus fleet and found over 60 violations, 29 for mechanical problems. SB 814 – Cracking Down on Water-Guzzling Households During a Drought A winner of Senator Hills 2016 Oughta Be a Law…Or Not bill idea contest for constituents, SB 814 pulls the plug on excessive water use by households that flout mandatory reductions during drought emergencies. The law requires urban retail water suppliers to set rules for identifying and cracking down on households that consume enormous amounts of water despite restrictions imposed during a statewide declaration of a drought. The new law ensures that every urban retail water supplier has a tool to curb excessive water use by customers. Households that guzzle water – while neighbors and most other Californians abide by mandatory reductions – will no longer be able to hide and persist in their excess. SB 869 – Safe Storage of Police Handguns in Vehicles Another winner of Senator Hills 2016 Oughta Be a Law… contest, SB 869 responds to numerous thefts of handguns that law enforcement officers had left in cars. The stolen firearms included guns used in two murders in the Bay Area. SB 869 closes a legal loophole that had exempted law enforcement officers as well as concealed weapons permit holders from requirements to securely stow handguns in a lockbox out of plain view, or in the trunk, if the weapons are left in an unattended vehicle. SB 996 – Affordable Housing Property Tax Cap Aids local nonprofit and religious organizations that provide affordable housing by increasing the assessed property value exemption from $2,000,000 annually to $10,000,000 annually. The new law applies to three local nonprofits, such as the Saint Francis Center in Redwood City and the Ministry Services of the Daughters of Charity of St. Vincent de Paul based in Los Altos Hills, which provides housing, food and clothing services to low-income families. SB 996 provides property tax relief to such organizations so that they can continue to provide more affordable housing for low income people and families. SB 1004 – Young Adult Offender Pilot Program Hailed by Governor Brown for its innovation, SB 1004 authorizes a pilot program in five counties, including Santa Clara, to give nonviolent young adult offenders between the ages of 18 and 21 the opportunity to take advantage of supportive and educational services in the juvenile justice system, rather than serve their time in an adult county jail. Although legally considered adults, these young offenders are still undergoing significant brain development, and may be better served by the juvenile justice system with age-appropriate, intensive services. Research shows that people do not develop adult-caliber, decision-making skills until their early 20s. Psychologists note that this maturity gap makes young adults more likely to engage in risk-seeking behavior. SB 1028 – Utility Wildfire Mitigation Plans SB 1028 requires 1) utilities regulated by the California Public Utilities Commission to file wildfire mitigation plans, 2) the CPUC to review those plans, and 3) publicly-owned utilities to also file wildfire mitigation plans with their governing boards. SB 1039 – Business and Professions Omnibus Bill SB 1039 makes several changes to the statutes governing various boards and bureaus under the Department of Consumer Affairs; includes specified fee increases for several boards including the Dental Hygiene Committee of California, the California Board of Optometry, the Board of Registered Nursing, the Board of Pharmacy, and the Contractors State License Board; and eliminates the Telephone Medical Advice Services Bureau. SB 1039 specifies that the continuing education standards established for nurses by the Board of Registered Nursing shall recognize specialized areas of practice, as previously required, and require that content be relevant to the practice of nursing, be related to the scientific knowledge or technical skills required for the practice of nursing, or be related to direct or indirect patient or client care. The legislation requires the nursing board to audit continuing education providers at least once every five years to ensure adherence to regulatory requirements. The new law also requires the board to withhold or rescind approval from any provider that is in violation of the regulatory requirements. SB 1046 – Ignition Interlock Devices for Drunk Driving Offenders Extends a pilot program requiring drunk driving offenders in Alameda, Los Angeles, Sacramento and Tulare counties to install the devices known as IIDs. IIDs are calibrated to the driver and prevent a car from starting if the driver is not sober. The four-county pilot would run until January 1, 2019, when the program would be expanded statewide with minor modifications so that: SB 1046 also creates an early incentive program, providing DUI offenders with full driving privileges soon after arrest if they install an IID. Their ultimate IID time requirement would be reduced based on when the early installation occurred. Low income offenders would be eligible for assistance to pay for an IID based on a sliding scale pegged to household income. SB 1192 – Private Post-Secondary Education SB 1192 changes the California Private Post-Secondary Education Act of 2009 to improve the effectiveness of the Bureau for Private Post-Secondary Education and opportunities for student success, and extends the BPPEs operations for four years. SB 1193 – Healing Arts, Board of Pharmacy, Veterinary Medical Board Sunset Bill SB 1193 makes changes to the Pharmacy Law, Veterinary Practice Act and Psychology Licensing Law to strengthen the laws and improve oversight of licensees by these boards. SB 1196 – Professions and Vocations: Bureau of Real Estate, Bureau of Real Estate Appraisers, and Bureau of Security and Investigative Services Bill SB 1196 ensures that the Bureau of Security and Investigative Services is subject to review by the appropriate policy committees of the Legislature. The legislation changes provisions in the Alarm Company Act, the Locksmith Act, the Private Investigator Act, the Private Security Services Act, Proprietary Security Services Act, and Collateral Recovery Act to improve the oversight, enforcement and regulation of licensees by the bureau. The bill also adds a sunset review date for the Bureau of Real Estate and the Bureau of Real Estate Appraisers, and changes existing laws to improve oversight, enforcement and regulation by the CalBRE and BREA. SB 1196 includes several consumer protection and public safety reforms to operations and oversight by the Bureau of Security and Investigative Services, which licenses about 380,000 companies and employees that provide alarm services, locksmith services, private investigation, private security, repossession services and firearm and baton training. The changes are intended to ensure that an applicant for licensure as an armed security guard is capable of exercising appropriate judgment, restraint and self-control; that armed security guards are qualified for their jobs, and that California regulators step up their policing of the industry. SB 1196 also imposes stricter training standards and requirements to ensure that shootings and incidents of suspected excessive force are investigated. In addition, the new law enables gun permits to be revoked when warranted and improves oversight of companies. – SUBMITTED FOR PUBLICATION BY: Office of State Senator Jerry Hill / Image via Shutterstock",0,8,5
509,"The following is a collection of weekly police, court and fire stories from around the Hermosa Beach area this week. The victim was pushed to the ground by one of the suspects at a South Bay Starbucks. The 18-year-old is accused of driving the getaway car in a fatal South Los Angeles shooting.F The man was holding an Airsoft or pellet gun that was very realistic-looking, Sheriffs Lt. Rodney Moore told reporters. Police responding to a report of a gunman in Redondo Beach shot and killed the suspect, who turned out to be armed with a pellet gun. One suspect is outstanding after the early morning search near Marine Avenue and Walnut Avenue. Police say the suspect was captured on video surveillance using credit cards stolen from the vehicle burglaries. The woman was in a car when she was shot, according to reports from the scene. The 52-year-old man left a suicide note before departing from his home last week. She was found about 9 p.m. Tuesday, according to Long Beach police. The driver was heading southbound on Studebaker Road when his vehicle hit a center median and a light pole. The pedestrian was struck at about 9:40 p.m. Friday in the 1400 block of Pacific Avenue. The crash shut down Pacific Coast Highway in both directions between Lewis and Alamitos streets, police said. Relatives of the victim are calling the incident a hate crime. Image via Shutterstock",1,8,0
510,"The state Supreme Court refused Wednesday to review the case against an Iraq war veteran who killed his girlfriend about a month after she gave birth to their daughter and then claimed that he was suffering from post-traumatic stress disorder. Tymarc D. Warren was convicted in August 2013 of first-degree murder for the Jan. 8, 2011, attack on Eileen Elizabeth Garnreiter, who was stabbed and slashed 16 times inside their Lawndale home. In a ruling last November, a three-justice panel from Californias 2nd District Court of Appeal rejected the defenses contention that there were errors in Warrens trial at the Torrance courthouse. The appellate court justices found that there was overwhelming evidence of premeditation and deliberation. Defendant punched Garnreiter in the eye, held her in a chokehold and manually strangled her before any stabbing took place. Defendant thus had overpowered Garnreiter and could have stopped his assault at any time, the appeals court panel found in its 45-page ruling. The justices noted that Warren told sheriffs deputies when they arrived at the home that he had killed the 22-year-old woman because he had hate in his heart and that the devil put it there. The panel concluded there was strong evidence of defendants guilt of first-degree murder, and that jurors were properly instructed on first-degree murder, second-degree murder and manslaughter. Forensic experts testified that the aspiring international law student was stabbed, punched in the face and choked hard enough to cause blood bruises and hemorrhaging. Warren said he couldnt recall everything that happened, which his attorney, Louisa Pensanti, argued was because he was suffering from PTSD following his time in Iraq, a diagnosis supported by an expert witness for the defense. She argued that her client should be convicted of manslaughter, not murder. Warren testified that he was trying to calm Garnreiter down when he grabbed her by the neck and choked her. Deputy District Attorney Frank Dunnick countered that the attack was provoked because Garnreiter was planning to leave him -- even posting her intentions on Facebook. Warren, a radio technician during his time in Iraq, heard the sounds of crashing mortars during his military service, but never came under fire, the prosecutor said. Just before being sentenced to 26 years to life in state prison in December 2013, Warren turned to face his girlfriends family and friends and said he wished there was a part of our judicial system where I can apologize to each and every one of you. ... That this process comes so late is disturbing ... I am sorry. He maintained that he was never violent with Eileen. This one incident got out of control really fast, he said, telling the victims family that he still loved the 22-year-old woman and urging them to take care of his young daughter, Lailah. Garnreiter had been a starting player on the softball team at El Camino College in Torrance and a 4.0 GPA student who had been accepted for transfer to UCLA, according to www.eileensfoundation.org, which is run by the victims aunt, Cathy Johnson, in tribute to her niece. --City News Service, photo via Shutterstock",0,8,5
511,"A reward has grown to nearly $35,000 for information leading to whoever set an arson fire at the Manhattan Beach home of a black family, spurring concerns of a racially motivated attack, the citys fire chief said today. The fire was set early on Feb. 4 at the front entrance of the home in the 700 block of 11th Street, according to the Manhattan Beach Fire Department. The fire from all indications appears to have been purposely set on the front porch ..., according to a Manhattan Beach Police Department statement. The motivation for this crime has not been determined. However, all possible motives, including this being a hate crime, are being investigated. We have not ruled out any possibility. Family members were home at the time, and got out safely after being alerted by their dog and smoke detectors, officials said. The fire was extinguished and found to be confined to the front entrance, with significant smoke damage to the second and third floor. The cause of the fire is suspicious in nature, according to the fire department. Ron Clinton, who lives in the house with his wife and three children, said he fears his family may have been targeted because they are black, explaining that someone set the fire, using an accelerant, and they are the only black family in the area. Clinton said he didnt know of any disagreement or beef with anyone who might have resorted to arson, but his wife, a lawyer who was out of town when the fire was set, believes they were targeted in a hate crime. Until I have proof to the contrary, we were targeted because of the color of our skin, Malissia Clinton told reporters. We are African-Americans. Weve been African-Americans all our lives, living in this country and we are allowed to reach conclusions based on our experience. That is my entitlement. What I can say is that the community has rallied behind us and we think its isolated. We dont think the community is racist. Hundreds of people turned out for a candlelight vigil in support of the family and someone solicited money through the fundraising site Fundly.com for a reward in the case. As of Tuesday, the fund had grown to nearly $35,000, according to Manhattan Beach Fire Chief Robert Espinosa. Contributions to the fund can be made by visiting the website and searching for fire bombed neighbor, he said. Meanwhile, local police and fire authorities continue to investigate the fire with assistance from the FBI, federal Bureau of Alcohol, Tobacco, Firearms and Explosives and other agencies, Espinosa said. Fire investigators continue to analyze the physical evidence for information that can connect this crime to a suspect, Espinosa said. With the assistance of the Manhattan Beach Police Department, FBI, ATF, Joint Regional Intelligence Center and Los Angeles County Sheriffs we are processing electronic information and comparing the evidence to similar crimes. Anyone with information about the case was urged to contact Manhattan Beach Fire Department Investigator Mike Murrey at (310) 345-0467. Anonymous tips can be provided by calling Crime Stoppers at (800) 222-TIPS.",1,0,1
