,text,labels
917,"Employees of a W. Big Beaver Road business got a scare Tuesday morning. According to Troy Police Department reports, an employee received a document on her printer that indicated a bomb was in the office. The note said the bomb would be detonated the next day if a $25,000 ransom wasnt paid via Western Union. Troy Police officers were dispatched to the office, in the 100 block of W. Big Beaver, at about 10:30 a.m. Officers inspected the building thoroughly and found no bomb, police reports indicated. The ransom was also not paid. Commercial Mower Stolen A Weingartz Landscaping store, located at 1861 Birchwood Street, had a commercial mower stolen between May 26-30, Troy Police Reports indicated. A manager of the store discovered the chain and lock missing from the front gate and noticed one of the semi-truck trailers was missing its lock. Reports said the trailer was opened and an X Mark Zero Turn Commercial Mower was missing. The stolen mower was later recovered in Detroit. With the assistance of the Detroit Police Department, an arrest was made. Reports didnt indicate if a suspect had been charged. (For more local news, click here to sign up for real-time news alerts and newsletters from Troy Patch, click here to find your local Michigan Patch. Also, follow us on Facebook, and if you have an iPhone, click here to get the free Patch iPhone app.) Retail FraudAn 18-year-old Detroit man attempted to steal $428 worth of merchandise at Macys Department Store on Tuesday shortly before 9 p.m. A store loss prevention employee was able to stop and detain the man. Troy Police arrested the Detroit man and charged him with Retail Fraud – 2nd Degree. Narcotics ChargeA 30-year-old Detroit man was arrested and charged with possession of narcotic paraphernalia after a May 29 incident at a W. South Boulevard Kroger Grocery Store. Officers responded to the store after an employee called about the Detroit man, who allegedly kept walking in and out of the store asking for a lighter. Officers received consent to search the subject and his backpack. They found a zippered pocket of the backpack was holding a crack pipe. He was then arrested. File photo",1
918,"Brandon Keenan Potts of Powder Springs was sentenced to life in prison Thursday for assaulting and terrorising a family while armed during a violent home invasion and robbery last August. Potts, 26, pleaded guilty to three counts of armed robbery, one count of kidnapping, five counts of cruelty to children in the first degree, and one count of possession of a firearm during the commission of a felony, according to a press release from Douglas County District Attorney David McDade. Potts was sentenced to a term of life in prison, plus an additional five years. He is one of four accused of being involved with the robbery in Douglas County on Aug. 9, 2011. The remaining three face similar charges and are expected to go to trial in early spring, the release says. During the hearing, Douglas County investigator John Sweat told the court that the victims—four adults and four children—were awakened shortly before midnight by three masked men who had kicked in the front door. Once inside, the men held the victims hostage at gunpoint and demanded money. They also tied some family members up with zip ties. One of the victims called a relative during the robbery. The phone call helped 911 operators direct authorities to the house. Potts and another person were apprehended shortly after officers arrived. Potts was captured after he walked out of the house and dropped his 9mm handgun. He later admitted to robbing the victims with the gun and restraining at least two of them. Authorities used the admission to arrest another one of those charged in the case. The fourth person arrested is accused of being the getaway driver and organizing the robbery. Violent criminals committing violent crimes like these are why we build maximum security prisons, McDade says in the release. Potts has earned the right to never see daylight again as far as Im concerned. He should only ever leave prison to meet his maker.",1
919,"Los Rios Police Department investigators are searching for leads into a Wednesday kidnapping and attempted sexual battery of an American River College student that started in the community college parking lot. According to a police report, the victim reported at approximately 11:50 a.m., she was about to enter her vehicle when an unknown suspect approached her, brandished a knife, and forced her into her vehicle. According to her report, the suspect then forced her to drive off campus, where he sexually battered her and struck her with a rock. The victim was able to fight off the suspect and then drove home, according to the report. According to the victim later contacted her instructor to report the incident, who then contacted the Los Rios Police Department at approximately 6:45 p.m. The report indicates that the suspect is described as a white male adult, in his mid-twenties, about 6-feet tall, with a medium build. He had short-cropped brown hair and brown eyes.  He was wearing a black hoodie sweatshirt, gray sweatpants, and white tennis shoes.  He had a tattoo on his inner-right forearm, and carried a fixed-bladed knife. What: Kidnapping, Battery, and Sexual BatteryWhere: Parking lot adjacent to ARC Child Development CenterWhen: Wednesday, Nov. 28, 2012, approximately 11:50 a.m. Please contact the Los Rios Police Department at (916) 558-2221 if you have any information related to this crime. Please reference police report 12-0977.",1
920,"The man who police believe kidnapped his ex-girlfriend Sunday night from an Oak Park home is in police custody. Sherman Henderson, 31 of Chicago, turned himself in Monday evening at the Oak Park Police Station, according to the Village of Oak Park. Henderson went to the station with his attorney. Charges have not yet been filed, and the investigation continues. Police plan to further interview Henderson and the woman who was kidnapped, the village reported. The woman was housesitting Sunday night in the 600 block of Forest Avenue in Oak Park when a witness saw a a man force her into a car. Police found the back door of the home had been forced open. The woman was found safe Monday, recovering from minor injuries at a local hospital, police said. Photo of Sherman Henderson via the Village of Oak Park.",1
921,"A Pottstown womans account describing how she and her fiance took their premature baby out of Lehigh Valley Hospitals neonatal intensive care unit Tuesday differs from hospital and police accounts, according to a report in The Morning Call. The Salisbury Township Police Department was dispatched after it received a report that a child was abducted from the hospital. Police said the child had been taken from the hospital against medical advice. April Saul, 42, and her fiance, Daniel Rivera, unhooked their three-month-old daughter from a monitor and left the hospital with her after they said they scuffled with hospital staff, according to the Call. The hospital said there was no physical altercation, the article said. The parents, who indicated they were going to take their child to Childrens Hospital of Philadelphia, drove away but were stopped by Allentown police at Seventh and Hamilton streets. The baby was readmitted to LVH, police said. Police interviewed the parents and released them a short time later. The case is under investigation by the Lehigh County Children and Youth office.",1
922,"Two men accused of trying to abduct a 15-year-old Encinitas girl as she was waxing her surfboard in front of her home must stand trial on felony charges, including attempted kidnapping for rape, a judge ruled Thursday. Jeremiah Owens, 28, and Christopher White, 27, each face nine years in prison if convicted. According to the Sheriffs Department, the victim was in front of her familys home in the 1600 block of Neptune Avenue about 5:30 p.m. on July 26 when a slim man in board shorts – alleged to be Owens – grabbed her from behind, tackled her and pinned her to the ground. As the assailant tried to drag the teen toward a nearby pickup truck occupied by a second man – alleged to be White – she was able to break free and run into her home unharmed. According to testimony at a two-day preliminary hearing, the girl overheard White say to Owens, Go in the house (after her). The men then fled. Deputy District Attorney Dan Owens alleged that days earlier, Owens had talked to a friend about grabbing a girl. White was arrested two days after the alleged assault, after a witness reported seeing a pickup truck matching the description of the one used by the suspects. Owens was arrested several hours later in Escondido. In addition to attempted kidnapping for rape, the defendants are charged with assault with intent to commit rape, contact with a minor with the intent of committing a sexual offense and false imprisonment.Judge Robert Kearney – saying the defendants would pose a threat if released – ordered them held without bail. A readiness conference is set for Nov. 1 and trial for Dec. 6. Previous: By City News Service / Image via Shutterstock",1
923,"Jamie Hood, who acted as his own lawyer, was found guilty by jury of murdering an Athens-Clarke County police and wounding another in 2011, according to multiple media reports. Hood was found guilty of malice murder in the slaying of Officer Elmer Bubby Christian and attempted murder of Officer Tony Howard, the Athens Banner Herald reported. He also was found guilty of malice murder in the killing of county employee Omari Wray in a separate incident. The trial will now enter the penalty phase, Prosecutors are seeking the death penalty. RELATED The Atlanta Journal-Constitution said the jury deliberated for six hours and found Hood guilty on half of the 70 counts he faced. Hood was found guilty of killing Christian and wounding Howard on March 22, 2011, and killing Wray three months earlier. Patch reported at the time of the police shootings that Hood was in a car that Howard stopped in order to question Hood and others about an incident earlier in the day in which a man was kidnapped and robbed. Hood allegedly shot Howard in the face and upper body and then ran from the scene, supposedly shooting Christian who arrived to provide back-up. The AJC reported Hood, who claimed he was defending himself when he shot and killed Christian, is the first defendant in Georgia to represent himself in a death-penalty case. Return for updates",0
924,"Edited: Wednesday, Sept. 18, 11:24 a.m. (clarification) Jameskutty Varghese, an Indian national who is accused of the attempted kidnapping of a toddler in Shelby Township, was in court Monday for preliminary exam. The 47-year-old, former Shelby Township resident pleaded not guilty last month in 41-A District Court to the charge, which carries with it a maximum five-year jail sentence. Britteny Wrobel, 25 said that she called police on Aug. 3 after Varghese took her one-year-old son Xach from her arms. A court-appointed attorney for Varghese, who has been married for nine years and carries a green card, spoke with him through an interpreter of Malayam and asked Judge Michael Shepherd for a reduction in his bond. Citing a concern that Varghese could be a flight risk, Shepherd had set bond at $500,000 and Varghese has remained at Macomb County Jail. However, Shepherd denied the request after hearing from representatives of Wrobels. Im concerned for the safety of the community, Shepherd said. While these are simply allegations at this point, we have a very serious charge here. The case was adjourned and Varghese is expected in Macomb County Circuit Court at a later date. Robert Wrobel, 26, who is Brittenys husband and Xachs father, said that since the incident took place, everything has gone downhill for he and his family. Ive walked away from a couple of jobs because of the distance of being away from home and my family in case something happens. To be so far away and not being able to respond are scary thoughts, he said. Britteny recounted that on that Saturday afternoon, she had been on a sidewalk in her apartment building, located near the intersection of Hall Road and Mound Road. There, the incident took place in less time than it takes to smoke a cigarette. (Varghese) picked (Xach) up and ran his nose through his head and moaned … then he lifted him and tried to go with the baby. I ran after and went go to grab for him. He pushed my arm away. I grabbed the baby and ran to my neighbors and called the cops, she said. The couple, who also have a three-year-old child together, agreed that they were pleased with Shepherds response to the motion. Its a huge relief for us, Robert Wrobel said. (The defense) tried to get him out and put him back on the street, where hes a danger to the public. Varghese said nothing during the exam, which lasted about five minutes, and appeared solemn in demeanor. Prior to his next visit to court, he will be tested for competency to stand trial. Download the movie",0
925,"Two Memphis men have been indicted by a federal grand jury for their alleged roles in a May home invasion in Buckhead, the U.S. Attorneys Office announced Wednesday. Mario Deandre Jackson, 28, and Leon Scott, 25, were indicted on robbery, kidnapping and firearms crimes after police tracked a Crime Stoppers tip to Memphis and discovered evidence allegedly linking the men to the May 25 incident. According to prosecutors, police discovered a wedding band allegedly stolen from the Buckhead home at a Memphis pawn shop with a tag linking the item to Scott. The Atlanta Journal-Constitution reported at the time of Scotts arrest that his cell phone was linked to one used by another person to call the victims home at 2 a.m. the morning after the robbery, though the victim was unable to understand what the person on the other end had said. During a July 9 traffic stop, Georgia state troopers discovered Jackson allegedly in possession of two firearms reported stolen from other incidents, the U.S. Attorneys Office said. The robbers, allegedly including Scott and Jackson, broke into a home on Paces Ridge Road Northwest near Mount Paran Road at 9:30 p.m. on May 25 and discovered a man, his wife, and their three children inside. The robbers allegedly covered the familys heads with towels and held them at gunpoint while they pillaged the home. One of the suspects took the man to an ATM and forced him to withdraw $200. The suspects allegedly warned the homeowner that they would return in a matter of hours and hurt his family if he did not have more money for them. The May 25 home invasion shares similarities with invasions which occurred before and after it; A couple walked into their home on Randall Mill Road on the evening of Jan. 31 and discovered an armed man inside. The man forced the couple to surrender jewelry and other valuables, then made them get into a car. The man sat in the back seat with the robbed woman, and forced the other man to drive the car to an ATM on Northside Parkway. There, the robber made them withdraw cash from their bank accounts before dropping him off at a nearby street corner. On June 21, two unidentified black males entered a home on Blackland Road and held two people inside the home at gunpoint while ransacking the home. Atlanta police spokesman Greg Lyon said the thieves made off with jewelry, money, credit cards, and a cell phone. One of the victims later posted on Facebook that the invaders blindfolded them, threatened them with weapons, and said that they would kill the homeowners if they didnt follow a set of instructions the invaders left behind. Buckhead residents put up a $25,000 reward for information that can lead police to the home invasion suspects. Scott and Jackson will be arraigned at a later date, prosecutors said. Both are presumed innocent until proven guilty in a court of law.",1
926,"UPDATE: Lefear was arrested Tuesday and is being held without bond. MANASSAS, VA—Authorities are looking for a man who lured a woman into his apartment under the auspice of needing help with an infant and then kept her there against her will before assaulting her last Friday in the 11200 block of Chantilly Loop in Manassas, according to Prince William County Police. Cameron Garret Lefear, 26, of the aforementioned address, is described as black, 6-2, 185 pounds with a medium complexion, long black dreadlocks and brown eyes. Hes wanted for abduction and assault and battery. Shortly before 7 p.m, police responded to the scene for a reported assault. The woman, 40, said she was sitting on a balcony when she saw an unknown man in the parking lot screaming for help. She went down to see if she could help him, and he directer her to his apartment, saying he needed help with his infant child. But when they arrived, he locked the door and wouldnt let her leave. She said he appeared to be under the influence of drugs. Eventually, the childs mother returned to the apartment. Lefear then pushed the woman outside, causing her to fall and suffer a minor injury. The child wasnt injured. Anyone with information is urged to call police at 703-792-6500. Image via Prince William County Police",1
927,"SOLANO COUNTY - The Solano County Sheriffs Office said Tuesday information from suspect Fernando Castros cell phone led authorities to search the Jenner area on Saturday for Pearl Pinson. 15-year-old Pearl Pinson went missing Thursday morning in the area of Home Acres and Taylor Ave of Vallejo, at the I-780 pedestrian over-crossing, after she was reportedly seen stained with blood as she was dragged by the suspect in the case, 19-year old Fernando Castro. A witness reported seeing a Hispanic man with a gun allegedly pulling a white female, who was bleeding and yelling for help, on the over-crossing, according to a sheriffs spokesperson. An Amber Alert was issued in an attempt to located the young girl. On Saturday, about 65 members of rescue teams from sheriffs offices in Solano, Sonoma, Sonoma, Mendocino and Marin counties searched approximately 25 square miles of the Willow Creek area. According to Solano County Deputy Sheriff Christine Castillo, Saturdays search efforts were unsuccessful in finding the young girl. Castillo also said the Solano County Office of Emergency Services Search and Rescue Team conducted a search of the Glen Cove coastline in Vallejo, an open field and stream search of the area around the abduction site, and of the highway 37 from Vallejo to Sonoma County including the Skaggs Island area. Castillo said on Tuesday information obtained from Bay Area traffic cameras has provided investigators with the following tips about Castros car: Solano County investigators are now asking the area business community to check any surveillance images they may have taken between 7:00 a.m. - 9:15 a.m. for any sign of the suspects car. An image of the suspects car, with specific decals seen on the back windows, is attached to this article. An image of a backpack deputies say is similar to one Pearl carried is also attached. Authorities asking anyone who may find a backpack abandoned like this one to contact them. The Pearl Pinson tip line remains active to report any information anyone may have to help in the investigation. You can call 707-784-1963. If you have URGENT information please call Solano Dispatch at 707-421-7090 or by dialing 9-1-1. Also on Patch: -images via Solano County Sheriffs Office",1
928,"Stories to talk about this evening: Woman Rescued After Car Plunges Into Big Creek in Alpharetta  An officer came to the aid of a woman whose vehicle ended up partially submerged in the cold waters of Big Creek Thursday evening in Alpharetta. According to the Alpharetta Department of Public Safety, the vehicle apparently veered off Old Milton Parkway and went down the hill into Big Creek just east of North Point Parkway. >>> Read more. Rare Sumatran Tiger Dies at Zoo Atlanta Kavi the Sumatran tiger has died, according to Zoo Atlanta. Our Veterinary Team had been treating Kavi, who was a geriatric tiger, for several years for arthritis, the zoo posted on its Facebook page Thursday. Within the last several weeks, his condition grew progressively worse due to complications of severe arthritis, mobility challenges and other age-related issues. >>> Read more. Unidentified Man Wanted for Attempted Kidnapping at Holiday Parade: Police he Athens-Clarke County Police Department announced Friday that its looking for a man who attempted to kidnap a child last week during the citys annual Downtown Parade of Lights. >>> Read more.  Fur Real? Woman Cited For Falsely Reporting A Dognapping Man Charged With Illinois Murder Arrested at Home in Norcross: Report Pedestrian Killed in Hit-and-Run Accident: Reports App Firm Yik Yak Cuts 60 Percent Of Staff: Report Patch PM shares a few of the days must-read items from our Georgia network. The Patch community platform covers communities across the state.",0
929,"Every 40 seconds, the time it takes to heat up a slice of pizza in the microwave, a child is reported missing somewhere in America. Some are runaways, but others are abducted. Most have come home alive, due in part to efforts like those taking place on Friday, May 25. National Missing Childrens Day has been recognized annually on May 25 since 1983 to raise awareness about those who are missing and recognize efforts to reunite children and their families. The actual number of kids who are reported missing every year is hard to calculate, according to the National Center for Missing and Exploited Children, which was established in 1984 to coordinate search efforts. Some children are never reported missing and others, like repeat runaways, are entered in the FBI National Crime Information Center each time they run away. Since its founding nearly 35 years ago, the National Center for Missing and Exploited Children has assisted in the recovery of more than 260,000 children. But some have never been found. Still missing in Maryland, according to the National Center for Missing and Exploited Children, are these children, who have vanished since the beginning of 2018: Yazmine Ali, 16, was last seen in Damascus in Montgomery County on April 13, 2018. She was wearing a white shirt, blue jean shorts and black boots. Yazmines hair is frosted blond. She is described as white, 5-feet-2-inches tall and 160 pounds. Karyn Anderson, 16, is missing from the Walkersville area of Frederick County. Karyn has braces on her teeth. She was wearing an orange runners jacket, white parka and black-and-white Adidas sweatpants when she was last seen on March 24, 2018. She was also carrying a small purse/pouch around her neck. She is described as black with black hair and brown eyes and is 5-feet-8-inches tall and 150 pounds. Caleb Asikoye, 16, of Takoma Park, was last seen on April 17, 2018, wearing a long black Helly Hansen coat with blue jeans. He is described as black with black hair and brown eyes. He is 5-feet-9-inches tall and 200 pounds. Emily Boa, 16, was last seen in Kensington on May 23, 2018. She has tattoos on her wrists and is described as white with blond hair. She is 5-feet-7-inches tall and 115 pounds. When last seen, she was wearing a yellow hooded sweatshirt with blue jeans and carrying a black backpack. Myla Cooper, 17, was last seen in Forest Hill on Jan. 1, 2018. She is described as black with black hair and brown eyes, 5-feet-11-inches tall and 180 pounds. Nyomi Cooper, 17, was last seen in Bethesda on Feb. 5, 2018. She was wearing a black waist-length jacket, blue jeans with holes and UGG boots. She is described as black with black hair and brown eyes. She is 5-feet-5-inches tall and 118 pounds. Robert Crowley, 12, was last seen in Silver Spring on April 17, 2018. At the time of his disappearance, he was wearing a blue jacket, camouflage pants and white sneakers. Robert is described as 5 feet tall and 100 pounds, He is black with black hair and brown eyes. Jadalen Driessen, 17, went missing from Nottingham on Jan. 16, 2018. She is biracial (Asian and white) and is described as 5-feet-2-inches tall and 100 pounds with brown hair and brown eyes. She may be in the company of a man traveling to Wells or Bluefield, West Virginia. Luz Ordonez Dubon, 16, was last seen on March 14, 2018. She is from Silver Spring and is described as Hispanic with black hair and brown eyes. She is 5-feet-1-inch tall and 125 pounds. Brayn Garcia Cordova, 15, has been missing from Silver Spring since March 23, 2018. Brayn was last seen wearing a black Nike sweatshirt with a red symbol and black Vans shoes. He is Hispanic with brown hair and brown eyes. He is 5-feet-4-inches tall and 137 pounds. Charles Floyd, 15, and LeShae Hudson, 17, were last seen on March 1, 2018, in Baltimore. Charles is black with black hair and brown eyes. He is 5-feet-7-inches tall and 140 pounds. She is described as black with brown hair and brown eyes. LeShae is 4-feet-11-inches tall and 100 pounds.  Alexis Green, 17, has been missing from Baltimore since May 4, 2018. She is described as black with brown hair and brown eyes. She is 5-feet-6-inches tall and 110 pounds.  Keiwon Harrison, 16, has been missing from Silver Spring since May 11, 2018. Keiwon was last seen wearing black jeans and a t-shirt. He may frequent Montgomery/Prince Georges County and Washington, D.C. He is described as black with black hair and brown eyes and is about 5-feet-10-inches tall and 160 pounds. Sara and Shianne Hein, both 16, were last seen in Silver Spring on May 8, 2018. Both are white, 5-feet-4-inches tall and have brown eyes. Sara has brown hair and is 120 pounds. Shianne has blond hair and is 130 pounds.  Kimberly Heyward, 15, was last seen in Baltimore on April 3, 2018. She is black with brown hair and brown eyes. She is 5-feet-5-inches tall and 125 pounds. Sisi Hernandez, 16, was last seen in Silver Spring on April 20, 2018. She was last seen wearing a brown jacket and light blue pants. She is Hispanic with brown hair, brown eyes, is 5-feet-7-inches tall and 160 pounds. Isabelle Kohler, 15, was last seen wearing tan Uggs, black athletic pants and a hooded sweatshirt in Bethesda on March 27, 2018. She is described as white with blond hair and brown eyes. She is 5-feet-8-inches tall and 130 pounds. Jerwon Mack, 17, was last seen in Baltimore on March 9, 2018. He is 5-feet-8-inches tall and 170 pounds and is described as black with black hair and brown eyes.  Laylen Nuckles, 16, disappeared from Parkville on Jan. 5, 2018. She has brown hair and blue eyes. She is described as white, 5-feet-4-inches tall and 102 pounds. Symone Palmer, 16, was last seen in Germantown on April 4, 2018. She was last seen wearing flip-flops and carrying a leopard book bag. She is 5-feet-8-inches tall and 230 pounds. Kacee Parker, 14, was last seen in Baltimore on Jan. 12, 2018. He is black with black hair and brown eyes and is about 5-feet-4-inches tall and 117 pounds.  Gladys Rios-Gonzalez, 15, was last seen in Rockville on March 15, 2018. She may frequent the Greenbelt area of Prince Georges County. When last seen, she was carrying a red backpack and wearing a shiny black jacket, dark pants and black Puma sneakers. She is Hispanic and is described as being 5-feet-4-inches tall and 140 pounds with brown eyes and brown hair. Kayla Santmyer, 17, was last seen in Derwood in Montgomery County on April 1, 2018, wearing a blue leather jacket. She is white with brown hair and brown eyes and is described as 5-feet-1-inch tall and 150 pounds. Palace Sonogod, 16, was last seen in Gaithersburg on March 5, 2018. She has sleeve tattoos on both arms and was wearing a light blue coat, blue pants, black tennis shoes and scarf around her hair when she disappeared. She is 5-feet-3-inches tall and 103 pounds.  Khadijah Spurlock, 16, is missing from the Burtonsville area of Montgomery County and may frequent places around Washington, D.C. She is 5-feet-5-inches tall and 130 pounds. She is black, has brown eyes and brown medium-length curly hair. . Joseph Tello, 16, was last seen in Germantown on Feb. 19, 2018. He was carrying a red North Face backpack and was wearing a dark blue jacket with fur at the time of his disappearance. He is described as 5-feet-10-inches tall and 135 pounds. He is Hispanic and has black hair and brown eyes. Breanna and Sierra Thomas, 15, have been missing since May 12, 2018. They are from Harwood and may travel to Baltimore. Breanna and Sierra are biracial (black and white) and have black hair and brown eyes. Both are 5-feet-3-inches tall and 120 pounds. Zekayla Thompson, 15, has been missing from Silver Spring since April 4, 2018. She is 4-feet-11-inches tall and 90 pounds and is described as black with black hair and brown eyes. Jocelyn Vasquez, 15, was last seen in Wheaton on March 25, 2018. She was wearing gray shoes, a black sweater, blue jeans and a black backpack. She may frequent Hyattsville or the Columbia Heights area of D.C. Gregory Walker, 17, was last seen in Germantown on March 28, 2018. He is described as black with black hair and black eyes and 5-feet-9-inches tall and 169 pounds. Grace Whittington, 17, of Baltimore, was last seen on May 1, 2018. She is described as white with brown hair and brown eyes and is about 5-feet-8-inches tall and 190 pounds. Amyri Wilson, 16, was last seen in Olney on April 6, 2018. He was wearing a tan shirt and black jeans. He is black with black hair and brown eyes and is 5-feet-7-inches tall and 127 pounds. Gissell Zavala, 17, was last seen in Wheaton on May 13, 2018. She has a tattoo on her left forearm of a rose and a musical note on one of her wrists. She is 5-feet-2-inches and 150 pounds and is described as Hispanic with brown hair and brown eyes. Maile Zebart, 17, was last seen in Olney on April 26, 2018. She has multiple piercings and may wear a wig. Maile may also be in need of medical attention. She is described as white with brown hair and blue eyes and is 5-feet-3-inches tall and 100 pounds. Do you recognize anyone? Use the cyber tip line or call 1-800-THE-LOST (1-800-843-5678). The nonprofit National Center for Missing and Exploited Children was established by parents like John and Revé Walsh, whose 6-year-old son, Adam, was abducted from a Florida shopping mall in 1981 and later found murdered. Before the National Center for Missing and Exploited Children existed, police could enter information about stolen cars, guns and other items on the FBIs crime database, but not stolen children. The Adam Walsh disappearance was among several tragic cases that illuminated the need for a nationwide, coordinated system to address the problem of missing children. Others included Etan Patz, a 6-year-old who vanished from a New York street on the way to school in 1979. Over the next several years, 29 children and young adults reported as missing were found murdered in Atlanta, Georgia. In 1982, West Des Moines, Iowa, paperboy Johnny Gosch, 12, never came home from his paper route. His disappearance remains unsolved. Former President Ronald Reagan was an honored guest when the National Center for Missing and Exploited Children opened its doors in 1984. A year earlier, he had proclaimed every May 25 as National Missing Childrens Day. Since then, the Department of Justice has annually commemorated National Missing Childrens Day with a ceremony honoring heroic and exemplary efforts of agencies, organizations and individuals to protect children, and to coordinate efforts to reunite missing children with their families. The problem of missing children is particularly acute in California, which accounts for nearly half of the missing children cases documented on the Polly Klaas Foundation website. The states with the most missing children reports since 1994 are as follows: California: 4,541Texas: 489Florida: 364Arizona: 246New York: 223Washington: 218Ohio: 209Colorado: 183Illinois: 177Georgia: 171Oregon: 153Pennsylvania: 153Nevada: 150Michigan: 130Indiana: 124 Stock photo by Lightspring/Shutterstock. Photos of missing persons courtesy of the National Center for Missing and Exploited Children.",1
930,"A police detective said God sent him to arrest a tattoo-faced man who was plotting to kidnap a baby and rape the child before killing it. On Monday morning, a Will County judge cleared the way to set the scheming pervert free. The tattoo-faced man, 28-year-old Andrew Castro of Crest Hill, was sentenced to three years probation for possessing child pornography. Prosecutor John Connor had asked Judge Sarah Jones to take into account Castros plan to kidnap, rape and kill a baby, and to also murder the childs mother, but the judge had already said that was irrelevant when it came to her decision on the deviants sentence. The state has urged me to consider as a fact in aggravation crimes that have not already been committed, Jones said Monday. I cannot do so. Castro and his brother, Levi Castro, 30, were arrested in December 2014 after the cops raided the Theodore Street home where they lived with their parents and found child pornography. Levi Castro pleaded guilty in April 2015. He also got off with probation. During a police interrogation following the arrest of the Castro brothers, Investigator Rich Wistocki told Andrew he was frightened by the talk of kidnapping, raping and murder. It just scares the hell out of me that you and your brother were driving down the street and saying, Hey maybe we can get that, Ive seen a little girl, Wistocki said. Wistocki then invoked divine intervention when he broke down how the two brothers never actually got around to kidnapping or raping any babies. That scares me. But at the same time, I think God sent us to your house so that doesnt happen, Wistocki said. While Andrew Castro was sentenced to probation on Monday, he was sent back to jail while his attorney, Timothy Specht, looks for a place where he can live. Levi Castro has already returned home to reside with his parents, and Andrew cannot join him due to prohibitions on sex offenders living together. Andrew Castro was to appear in court court again next week. On top of possessing child pornography and scheming to rape a kidnapped baby, Andrew Castro also had eyes for one of the familys pet dogs, Connor said at a previous court hearing. Andrew Castros feelings for the dog developed after he had his first sexual experience at the age of 12, Connor said. Animal control took the Castros dogs away after police raided the house, Wistocki said during Andrews interrogation.",1
931,"- Prosecutors in Iredell County dropped a 2015 Lake Norman sexual assault case Tuesday after they say the officer had not provided a statement from the victim, according to the Charlotte Observer. The charges stem from a Sept. 4, 2015 incident that ended with two men accused of attempting to sexually assault 22 -year-old woman on a sailboat. Sheriff Darren Campbell, however, defended his office to the newspaper, saying officers always obtain victim statements before bringing charges. Following the 2015 incident, Campbell told the Observer that deputies arrested and charged Robert Michael Weidinger and his brother-in-law John Richard Drigalla after an officer responded to sounds of a woman screaming on a boat near Yacht Cove Lane in Mooresville. The men later told the deputy that they had dropped off a woman they had met earlier that night at a bar at a dock at the Trump National Golf Club Charlotte. The Sept. 4, 2015 incident allegedly occurred on a sailboat on Lake Norman near the Trump National Golf Club, according to original Iredell County Sheriffs Department reports/ Photo via Google maps The woman was later found by officers at a Charlotte hospital seeking treatment for injuries she told them occurred while on the boat. The two men were arrested and charged with first-degree kidnapping, attempted first-degree rape assault on a female and interfering with emergency communications, the newspaper reported. Keep up with the latest community news by subscribing to the Mooresville Patch daily newsletter. Drigalla told the newspaper the woman was a prostitute and had screamed and threatened them when they refused to give her $500. Sheriff Campbell told the Observer he would be looking into the issue of the missing victims statement this week. Image via Shutterstock",1
932,"The following information was provided by the Oak Park Police Department. Aggravated Kidnapping Arrest 5/18: Police arrested Ricky Fisher, 31, of the 7100 block of South Normal in Chicago on two counts of child kidnapping and two counts of aggravated battery, which took place at the 800 block of South Gunderson. Endangering the Life and Health of a Child 5/20: Krystal Jackson, 25, of the 700 block of Garfield, was arrested for endangering the life and health of a two-year-old child in her residence. Aggravated Assault 5/20: Police charged Chuki A. Morris, 38, of the 1100 block of Clarence Avenue, with aggravated assault of a domestic nature. Battery 5/20: A white male, aged 14-17 years old approached a female in an alley and slapped her on the buttocks before fleeing. The suspect is described as 56 to 58 tall with a thin build with thick, dark hair. He was wearing a black hooded sweatshirt and khaki pants.  >>Image via Pixabay",1
933,"BEDFORD-STUYVESANT — A man shot himself in the head after barricading himself into a Bed-Stuy apartment for hours Wednesday, police said. The situation began after the gunman shot another 28-year-old man, thought to be his landlord, twice around 2 p.m., the NYPD said. He then locked himself into a fourth floor apartment at 565 Gates Avenue as specially trained police hostage negotiators tried to talk to him for nearly two hours, the NYPD said. A spokesman said they were unable to make contact and made the decision to go into the apartment at 4:10 p.m. Police said they found the man with a self inflicted gunshot wound to the head and two firearms underneath his body in the apartments bedroom. He was taken to Kings Hospital, where the 28-year-old had been taken earlier. The condition of neither man was known Wednesday afternoon. It is unknown if anybody else was involved. Keep up to date with your neighborhood news by signing up to Patchs daily newsletters. Main Image by Kathleen Culliton",0
934,"- Police released a sketch Thursday of a man suspected to trying to kidnap a teen girl as she was walking on a Concord street last month. The attempted kidnapping happened on July 6 at about 2:45 p.m. on Laguna Street near Ellis Street, police said. The girl, 16, was walking alone when a man in a car drove by, turned around and then parked. The driver then got out and approached her. As he spoke to her, he grabbed her arm and then tried to forcefully pull her towards his car. The victim, however, fought back by kicking and punching the suspect, causing him to eventually let her go, according to police. As the girl ran away, the man drove off, heading toward Detroit Avenue. The girl immediately told her parents and they called police. The man was described as a Hispanic man, between 35 and 40 years old, 5 feet 8 inches tall, weighing 160 pounds. He had an unshaven appearance and wore glasses along with a blue hat and buttoned up collard shirt. His vehicle was described as a four-door gold or beige American made sedan, similar to a 2000 Buick LeSabre, police said. Anyone with information about the incident or a similar incident is asked to contact the police Special Victims Unit at 925-671-3020. By Bay City News Service Images via Concord Police Department",0
